Date,Department,Month,Total_Hospital_Beds,Beds_Occupied,Daily_Admissions,Daily_Discharges,Emergency_Admissions,ICU_Admissions,Staff_Availability,Avg_Length_of_Stay,Occupancy_Rate,Day_of_Week,Season,Public_Holiday,Special_Event,Over_Capacity
2024-09-21,General Medicine,9.0,309.0,317.0,44.0,31.0,6.0,5.0,97.0,5.0,102.59,Saturday,Autumn,False,False,1
2024-09-23,General Medicine,9.0,323.0,234.5,37.0,57.5,15.0,4.5,83.0,8.5,72.555,Monday,Autumn,False,False,0
2024-09-24,General Medicine,9.0,362.0,346.3333333333333,50.666666666666664,45.666666666666664,18.333333333333332,3.0,74.33333333333333,3.3333333333333335,95.61333333333333,Tuesday,Autumn,True,False,0
2024-09-25,General Medicine,9.0,392.0,348.0,53.0,28.0,6.0,2.0,88.0,9.0,88.78,Wednesday,Autumn,False,False,0
2024-09-27,General Medicine,9.0,347.0,250.5,51.5,39.5,18.5,8.0,89.0,8.5,73.71,Friday,Autumn,False,False,0
2024-09-28,General Medicine,9.0,355.0,325.5,41.0,37.0,21.0,8.5,90.0,6.5,91.97,Saturday,Autumn,True,False,0
2024-09-29,General Medicine,9.0,340.0,322.0,74.0,56.0,11.0,1.0,80.0,5.0,94.71,Sunday,Autumn,False,False,0
2024-09-30,General Medicine,9.0,335.0,382.0,56.0,20.0,9.0,5.0,100.0,10.0,114.03,Monday,Autumn,False,False,1
2024-10-07,General Medicine,10.0,344.6666666666667,274.0,50.333333333333336,42.333333333333336,18.333333333333332,5.0,89.0,4.666666666666667,78.94666666666667,Monday,Autumn,False,False,0
2024-10-09,General Medicine,10.0,339.5,314.0,41.0,43.0,22.0,7.5,94.5,4.0,93.495,Wednesday,Autumn,False,False,0
2024-10-10,General Medicine,10.0,319.0,245.66666666666666,32.666666666666664,47.0,13.0,7.333333333333333,85.66666666666667,2.0,77.00666666666666,Thursday,Autumn,False,False,0
2024-10-12,General Medicine,10.0,329.0,364.0,60.0,66.0,12.0,1.0,98.0,10.0,110.64,Saturday,Autumn,False,False,1
2024-10-13,General Medicine,10.0,340.5,285.0,60.5,46.5,19.5,10.0,86.0,4.5,84.16,Sunday,Autumn,False,False,0
2024-10-16,General Medicine,10.0,317.0,287.0,31.0,37.0,19.0,12.0,73.0,6.0,90.54,Wednesday,Autumn,False,False,0
2024-10-17,General Medicine,10.0,383.0,363.0,68.0,40.0,11.0,2.0,84.0,1.0,94.78,Thursday,Autumn,False,False,0
2024-10-18,General Medicine,10.0,382.0,182.0,46.0,32.0,10.0,9.0,75.0,10.0,47.64,Friday,Autumn,False,False,0
2024-10-19,General Medicine,10.0,310.0,198.0,64.0,57.0,24.0,5.0,70.0,5.0,63.87,Saturday,Autumn,False,False,0
2024-10-20,General Medicine,10.0,388.0,345.0,80.0,15.0,23.0,3.0,100.0,2.0,88.92,Sunday,Autumn,False,False,0
2024-10-22,General Medicine,10.0,330.0,324.0,55.666666666666664,55.666666666666664,18.666666666666668,7.0,87.66666666666667,6.333333333333333,98.99666666666667,Tuesday,Autumn,False,False,0
2024-10-23,General Medicine,10.0,332.5,321.0,34.5,49.5,18.5,11.5,79.0,2.5,96.695,Wednesday,Autumn,True,True,0
2024-10-24,General Medicine,10.0,393.0,303.0,50.0,63.0,20.0,11.0,89.0,6.0,77.1,Thursday,Autumn,False,False,0
2024-10-26,General Medicine,10.0,335.5,291.5,43.0,30.0,17.0,6.0,72.5,5.0,89.255,Saturday,Autumn,True,False,0
2024-10-28,General Medicine,10.0,371.0,305.0,38.0,20.0,16.0,12.0,84.0,7.0,82.21,Monday,Autumn,False,False,0
2024-10-30,General Medicine,10.0,352.0,360.0,42.0,62.0,23.0,9.0,87.0,1.0,102.27,Wednesday,Autumn,False,False,1
2024-11-02,General Medicine,11.0,309.0,221.0,40.0,63.0,7.0,12.0,84.0,4.0,71.52,Saturday,Autumn,False,True,0
2024-11-04,General Medicine,11.0,354.0,257.0,50.0,28.0,14.0,3.0,78.0,9.0,72.6,Monday,Autumn,False,False,0
2024-11-05,General Medicine,11.0,339.5,309.0,66.5,36.5,15.0,11.0,89.5,1.5,90.86,Tuesday,Autumn,False,False,0
2024-11-06,General Medicine,11.0,325.6666666666667,306.6666666666667,43.333333333333336,44.333333333333336,17.666666666666668,7.666666666666667,79.0,7.0,94.31,Wednesday,Autumn,True,False,0
2024-11-10,General Medicine,11.0,326.0,274.0,49.0,31.0,11.0,9.0,80.0,10.0,84.05,Sunday,Autumn,True,False,0
2024-11-11,General Medicine,11.0,345.0,301.0,80.0,53.0,20.0,2.0,77.0,4.0,87.25,Monday,Autumn,False,False,0
2024-11-14,General Medicine,11.0,343.0,275.0,32.0,52.0,11.0,2.0,70.0,7.0,80.17,Thursday,Autumn,False,False,0
2024-11-16,General Medicine,11.0,332.0,265.0,48.0,69.0,18.0,5.0,71.0,6.0,79.82,Saturday,Autumn,False,False,0
2024-11-17,General Medicine,11.0,324.5,287.0,38.5,43.5,13.0,5.0,90.0,4.0,88.46000000000001,Sunday,Autumn,False,False,0
2024-11-19,General Medicine,11.0,340.0,359.0,36.0,63.0,10.0,6.0,95.0,7.0,105.59,Tuesday,Autumn,False,False,1
2024-11-20,General Medicine,11.0,327.0,387.0,72.0,28.0,5.0,3.0,100.0,2.0,118.35,Wednesday,Autumn,False,False,1
2024-11-23,General Medicine,11.0,375.0,242.5,61.0,31.0,8.0,4.5,89.0,5.0,65.105,Saturday,Autumn,False,False,0
2024-11-24,General Medicine,11.0,335.0,224.0,57.0,60.0,23.0,11.0,93.0,10.0,66.87,Sunday,Autumn,False,False,0
2024-11-25,General Medicine,11.0,366.6666666666667,223.0,54.666666666666664,45.333333333333336,14.333333333333334,7.666666666666667,91.33333333333333,4.0,60.903333333333336,Monday,Autumn,False,False,0
2024-11-26,General Medicine,11.0,367.0,225.0,63.0,38.0,18.0,4.0,91.0,2.0,61.31,Tuesday,Autumn,False,False,0
2024-11-28,General Medicine,11.0,306.0,185.0,56.0,68.0,15.0,4.0,92.0,10.0,60.46,Thursday,Autumn,False,True,0
2024-11-29,General Medicine,11.0,366.0,364.5,44.0,57.5,7.0,8.5,85.0,7.0,99.93,Friday,Autumn,False,False,0
2024-12-01,General Medicine,12.0,351.0,332.0,53.0,55.5,13.0,11.5,86.0,5.0,97.06,Sunday,Winter,False,False,0
2024-12-02,General Medicine,12.0,305.0,297.0,56.0,45.0,23.0,8.0,91.0,9.0,97.38,Monday,Winter,False,False,0
2024-12-03,General Medicine,12.0,315.0,249.0,55.0,62.0,12.0,11.0,95.0,5.0,79.05,Tuesday,Winter,False,False,0
2024-12-05,General Medicine,12.0,308.0,208.0,71.0,64.0,11.0,12.0,78.0,6.0,67.53,Thursday,Winter,False,False,0
2024-12-08,General Medicine,12.0,354.0,287.0,74.0,33.5,18.5,8.5,75.5,4.5,82.345,Sunday,Winter,False,False,0
2024-12-09,General Medicine,12.0,387.0,231.0,47.5,53.0,9.0,3.0,93.5,1.5,59.785,Monday,Winter,False,False,0
2024-12-10,General Medicine,12.0,336.0,365.0,23.0,62.0,7.0,5.0,85.0,1.0,108.63,Tuesday,Winter,False,False,1
2024-12-13,General Medicine,12.0,337.0,220.0,34.0,20.0,14.0,11.0,100.0,6.0,65.28,Friday,Winter,False,False,0
2024-12-14,General Medicine,12.0,357.0,198.0,45.0,45.0,9.0,12.0,100.0,9.0,55.46,Saturday,Winter,False,False,0
2024-12-15,General Medicine,12.0,374.5,315.0,47.5,42.0,11.0,9.0,78.0,9.5,85.125,Sunday,Winter,False,False,0
2024-12-18,General Medicine,12.0,348.0,299.0,23.0,30.0,6.0,4.0,87.0,2.0,85.92,Wednesday,Winter,False,False,0
2024-12-21,General Medicine,12.0,366.0,196.0,57.0,15.0,20.0,2.0,92.0,8.0,53.55,Saturday,Winter,False,False,0
2024-12-22,General Medicine,12.0,363.0,243.0,79.0,23.0,9.0,2.0,82.0,8.0,66.94,Sunday,Winter,False,False,0
2024-12-23,General Medicine,12.0,371.0,242.0,57.5,40.5,16.5,7.5,88.0,5.0,65.99,Monday,Winter,False,False,0
2024-12-26,General Medicine,12.0,349.0,211.0,36.0,36.0,14.0,8.0,97.0,8.0,60.46,Thursday,Winter,False,False,0
2024-12-29,General Medicine,12.0,394.0,279.0,53.0,47.0,22.0,9.0,94.0,9.0,70.81,Sunday,Winter,False,False,0
2024-12-30,General Medicine,12.0,399.0,351.0,70.0,32.0,16.0,1.0,98.0,4.0,87.97,Monday,Winter,False,False,0
2025-01-02,General Medicine,1.0,353.5,249.0,49.0,38.0,5.5,9.5,91.0,9.0,70.11500000000001,Thursday,Winter,False,False,0
2025-01-08,General Medicine,1.0,305.0,369.0,39.0,20.0,13.0,4.0,99.0,9.0,120.98,Wednesday,Winter,False,False,1
2025-01-12,General Medicine,1.0,354.0,239.5,55.5,61.0,11.5,8.5,77.0,4.5,68.0,Sunday,Winter,False,False,0
2025-01-13,General Medicine,1.0,319.0,324.0,24.0,53.0,12.0,4.0,76.0,4.0,101.57,Monday,Winter,False,False,1
2025-01-15,General Medicine,1.0,383.5,240.0,67.0,31.5,14.5,9.5,77.0,8.5,62.55500000000001,Wednesday,Winter,False,False,0
2025-01-21,General Medicine,1.0,399.0,218.0,52.0,39.0,21.0,5.0,98.0,9.0,54.64,Tuesday,Winter,False,False,0
2025-01-22,General Medicine,1.0,353.0,217.0,42.0,64.0,5.0,10.0,77.0,8.0,61.47,Wednesday,Winter,False,False,0
2025-01-24,General Medicine,1.0,321.0,209.0,73.0,21.0,6.0,7.0,91.0,6.0,65.11,Friday,Winter,False,False,0
2025-01-25,General Medicine,1.0,321.0,382.0,67.0,50.0,25.0,11.0,77.0,10.0,119.0,Saturday,Winter,False,False,1
2025-01-26,General Medicine,1.0,374.5,308.0,55.5,24.0,5.5,6.5,99.5,8.5,82.42,Sunday,Winter,False,True,0
2025-01-30,General Medicine,1.0,343.0,264.0,31.0,64.0,24.0,12.0,74.0,3.0,76.97,Thursday,Winter,False,False,0
2025-02-01,General Medicine,2.0,360.0,300.0,24.0,51.0,14.0,10.0,94.0,7.0,83.33,Saturday,Winter,False,False,0
2025-02-02,General Medicine,2.0,377.0,347.5,22.5,42.0,18.5,6.0,94.5,7.0,92.16,Sunday,Winter,False,False,0
2025-02-03,General Medicine,2.0,367.0,190.0,40.0,32.0,11.0,11.0,100.0,8.0,51.77,Monday,Winter,False,False,0
2025-02-05,General Medicine,2.0,364.0,300.0,48.0,19.0,19.0,2.0,99.0,5.0,82.42,Wednesday,Winter,False,False,0
2025-02-06,General Medicine,2.0,359.6666666666667,262.6666666666667,61.666666666666664,61.0,12.666666666666666,3.6666666666666665,83.33333333333333,3.0,72.42999999999999,Thursday,Winter,True,False,0
2025-02-07,General Medicine,2.0,348.0,246.0,51.0,49.0,17.0,1.0,89.0,10.0,70.69,Friday,Winter,False,False,0
2025-02-08,General Medicine,2.0,386.0,317.0,74.0,28.0,23.0,4.0,75.0,4.0,82.12,Saturday,Winter,False,False,0
2025-02-13,General Medicine,2.0,370.0,245.0,42.0,57.0,16.0,11.0,81.0,6.0,66.22,Thursday,Winter,False,False,0
2025-02-14,General Medicine,2.0,302.0,359.0,33.0,28.0,17.0,3.0,75.0,9.0,118.87,Friday,Winter,False,False,1
2025-02-15,General Medicine,2.0,349.0,186.5,34.0,30.0,22.5,3.5,78.0,5.5,53.595,Saturday,Winter,False,False,0
2025-02-18,General Medicine,2.0,303.0,282.0,34.0,68.0,6.0,6.0,83.0,5.0,93.07,Tuesday,Winter,False,False,0
2025-02-20,General Medicine,2.0,347.5,336.0,62.5,56.0,19.5,1.5,89.0,4.0,97.79499999999999,Thursday,Winter,False,False,0
2025-02-21,General Medicine,2.0,368.0,196.0,78.0,54.0,6.0,6.0,88.0,6.0,53.26,Friday,Winter,False,False,0
2025-02-25,General Medicine,2.0,379.0,256.0,64.0,55.0,21.0,6.0,92.0,3.0,67.55,Tuesday,Winter,False,False,0
2025-02-27,General Medicine,2.0,309.0,382.0,22.0,65.0,20.0,5.0,73.0,8.0,123.62,Thursday,Winter,False,False,1
2025-03-02,General Medicine,3.0,349.5,293.0,44.5,38.5,12.0,6.5,81.0,5.5,81.86500000000001,Sunday,Spring,False,False,0
2025-03-03,General Medicine,3.0,335.0,268.0,65.66666666666667,63.0,9.0,5.666666666666667,78.66666666666667,4.0,81.39333333333333,Monday,Spring,False,False,0
2025-03-09,General Medicine,3.0,372.5,267.5,68.0,39.5,16.5,8.0,88.0,9.5,71.795,Sunday,Spring,False,True,0
2025-03-12,General Medicine,3.0,339.0,213.0,58.0,18.0,12.0,9.0,75.0,4.0,62.83,Wednesday,Spring,False,False,0
2025-03-15,General Medicine,3.0,348.0,348.0,45.5,45.0,7.0,6.5,87.5,7.0,99.935,Saturday,Spring,True,False,0
2025-03-18,General Medicine,3.0,368.0,266.0,44.0,42.0,16.5,7.0,93.5,7.0,72.375,Tuesday,Spring,False,True,0
2025-03-19,General Medicine,3.0,345.0,285.0,72.0,52.0,9.0,11.0,98.0,2.0,82.61,Wednesday,Spring,False,False,0
2025-03-20,General Medicine,3.0,328.5,355.0,55.5,36.0,14.0,1.5,80.0,1.5,107.89500000000001,Thursday,Spring,True,False,1
2025-03-21,General Medicine,3.0,312.0,259.0,73.0,45.0,10.0,11.0,97.0,6.0,83.01,Friday,Spring,False,False,0
2025-03-23,General Medicine,3.0,338.0,370.0,31.0,27.0,9.0,9.0,87.0,7.0,109.47,Sunday,Spring,False,False,1
2025-03-25,General Medicine,3.0,336.0,212.0,43.0,28.0,15.0,2.0,92.0,7.0,63.1,Tuesday,Spring,False,False,0
2025-03-28,General Medicine,3.0,345.0,329.0,21.0,67.0,15.0,12.0,90.0,1.0,95.36,Friday,Spring,True,False,0
2025-03-29,General Medicine,3.0,318.0,344.0,80.0,46.0,7.0,2.0,70.0,8.0,108.18,Saturday,Spring,False,False,1
2025-03-30,General Medicine,3.0,303.0,341.0,43.0,31.0,20.0,8.0,81.0,6.0,112.54,Sunday,Spring,False,False,1
2025-04-01,General Medicine,4.0,309.0,256.0,70.0,56.0,12.0,6.0,71.0,5.0,82.85,Tuesday,Spring,False,False,0
2025-04-03,General Medicine,4.0,372.5,288.0,74.0,15.5,20.5,7.5,90.5,7.5,77.345,Thursday,Spring,False,False,0
2025-04-04,General Medicine,4.0,361.5,216.5,48.0,55.5,20.0,3.5,87.5,2.0,59.87,Friday,Spring,False,False,0
2025-04-05,General Medicine,4.0,360.5,283.0,47.5,25.5,21.0,7.5,81.0,1.5,78.775,Saturday,Spring,True,False,0
2025-04-06,General Medicine,4.0,339.0,328.0,73.0,15.0,17.0,9.0,97.0,3.0,96.76,Sunday,Spring,False,False,0
2025-04-07,General Medicine,4.0,388.0,351.0,55.0,47.5,19.5,7.0,97.5,6.5,90.505,Monday,Spring,False,False,0
2025-04-08,General Medicine,4.0,309.0,382.0,33.0,34.0,10.0,9.0,100.0,1.0,123.62,Tuesday,Spring,False,False,1
2025-04-12,General Medicine,4.0,346.0,257.0,63.0,47.0,13.0,10.0,89.0,3.0,74.28,Saturday,Spring,False,False,0
2025-04-13,General Medicine,4.0,315.0,268.0,48.0,45.0,9.0,7.0,100.0,3.0,85.08,Sunday,Spring,False,False,0
2025-04-15,General Medicine,4.0,355.0,330.0,73.0,66.0,15.0,12.0,82.0,4.0,92.96,Tuesday,Spring,False,False,0
2025-04-19,General Medicine,4.0,300.0,323.0,76.0,60.0,19.0,10.0,95.0,3.0,107.67,Saturday,Spring,False,False,1
2025-04-20,General Medicine,4.0,348.5,223.0,46.0,19.0,14.0,3.5,92.5,5.5,63.835,Sunday,Spring,False,True,0
2025-04-21,General Medicine,4.0,332.0,359.0,37.0,59.0,10.0,10.0,80.0,4.0,108.13,Monday,Spring,False,False,1
2025-04-22,General Medicine,4.0,400.0,345.0,42.0,47.0,21.0,8.0,92.0,6.0,86.25,Tuesday,Spring,False,False,0
2025-04-24,General Medicine,4.0,353.0,349.5,51.5,46.5,18.0,6.0,92.0,5.0,99.18,Thursday,Spring,False,False,0
2025-04-26,General Medicine,4.0,313.0,303.0,60.0,65.0,6.0,7.0,72.0,4.0,96.81,Saturday,Spring,False,False,0
2025-04-27,General Medicine,4.0,369.0,260.0,63.0,53.0,13.0,5.0,97.0,5.0,70.46,Sunday,Spring,False,False,0
2025-04-29,General Medicine,4.0,400.0,254.0,49.0,37.0,16.0,6.0,87.0,9.0,63.5,Tuesday,Spring,False,False,0
2025-05-03,General Medicine,5.0,380.0,208.0,47.0,54.0,8.0,2.0,98.0,9.0,54.74,Saturday,Summer,False,False,0
2025-05-04,General Medicine,5.0,348.0,232.0,34.0,40.0,21.0,9.0,76.0,8.0,66.67,Sunday,Summer,False,False,0
2025-05-06,General Medicine,5.0,358.0,353.0,72.0,43.5,18.0,7.0,79.0,6.5,98.56,Tuesday,Summer,True,False,0
2025-05-07,General Medicine,5.0,343.0,249.66666666666666,44.666666666666664,36.333333333333336,14.666666666666666,9.0,91.33333333333333,7.0,73.99,Wednesday,Summer,True,False,0
2025-05-08,General Medicine,5.0,315.0,305.0,48.0,39.0,15.0,8.0,96.0,8.0,96.83,Thursday,Summer,False,False,0
2025-05-09,General Medicine,5.0,324.0,381.0,54.0,48.0,14.0,1.0,93.0,7.0,117.59,Friday,Summer,False,False,1
2025-05-11,General Medicine,5.0,356.5,271.0,42.0,64.0,13.5,8.5,97.0,9.5,75.415,Sunday,Summer,False,False,0
2025-05-14,General Medicine,5.0,362.0,376.0,76.0,27.0,20.0,3.0,85.0,7.0,103.87,Wednesday,Summer,False,False,1
2025-05-15,General Medicine,5.0,328.0,183.0,25.0,67.0,7.0,10.0,80.0,3.0,55.79,Thursday,Summer,False,False,0
2025-05-16,General Medicine,5.0,345.0,227.0,74.0,28.0,8.0,7.0,79.0,4.0,65.8,Friday,Summer,False,False,0
2025-05-17,General Medicine,5.0,353.0,195.0,59.0,47.0,13.0,12.0,83.0,10.0,55.24,Saturday,Summer,False,False,0
2025-05-18,General Medicine,5.0,353.0,348.5,58.0,53.0,13.5,7.0,94.0,8.0,100.25,Sunday,Summer,False,False,1
2025-05-20,General Medicine,5.0,337.0,316.0,57.0,45.0,7.0,10.0,80.0,10.0,93.77,Tuesday,Summer,False,True,0
2025-05-22,General Medicine,5.0,320.0,278.0,36.0,61.0,24.0,9.0,100.0,9.0,86.88,Thursday,Summer,False,False,0
2025-05-23,General Medicine,5.0,301.0,216.0,76.0,16.0,6.0,8.0,81.0,9.0,71.76,Friday,Summer,False,False,0
2025-05-24,General Medicine,5.0,359.0,249.0,50.0,67.0,7.0,7.0,94.0,8.0,69.36,Saturday,Summer,False,False,0
2025-05-25,General Medicine,5.0,370.0,358.0,50.0,54.0,21.0,12.0,86.0,5.0,96.76,Sunday,Summer,False,False,0
2025-05-27,General Medicine,5.0,308.0,273.0,72.0,38.0,19.0,4.0,93.0,8.0,88.64,Tuesday,Summer,False,False,0
2025-05-29,General Medicine,5.0,350.0,311.0,35.0,65.0,10.0,5.0,73.0,3.0,88.86,Thursday,Summer,False,False,0
2025-05-31,General Medicine,5.0,367.0,303.0,45.0,51.0,8.0,8.0,98.0,3.0,82.56,Saturday,Summer,False,False,0
2025-06-06,General Medicine,6.0,378.0,309.0,23.0,64.0,9.0,2.0,83.0,4.0,81.75,Friday,Monsoon,False,False,0
2025-06-08,General Medicine,6.0,350.3333333333333,238.0,46.333333333333336,27.666666666666668,14.0,8.0,81.66666666666667,5.0,69.56666666666666,Sunday,Monsoon,False,False,0
2025-06-09,General Medicine,6.0,362.0,290.0,47.5,42.5,7.0,9.5,81.0,6.0,82.725,Monday,Monsoon,True,False,0
2025-06-11,General Medicine,6.0,391.0,365.0,30.0,15.0,10.0,9.0,81.0,7.0,93.35,Wednesday,Monsoon,False,False,0
2025-06-13,General Medicine,6.0,392.0,328.0,44.0,44.666666666666664,18.666666666666668,9.333333333333334,86.66666666666667,4.333333333333333,83.81,Friday,Monsoon,True,False,0
2025-06-16,General Medicine,6.0,369.5,274.5,60.0,27.0,15.5,8.5,81.0,7.5,75.965,Monday,Monsoon,False,False,0
2025-06-17,General Medicine,6.0,315.0,337.0,66.0,21.0,13.0,4.0,97.0,8.0,106.98,Tuesday,Monsoon,False,False,1
2025-06-19,General Medicine,6.0,367.0,243.0,45.5,22.0,21.0,8.5,77.5,3.5,66.09,Thursday,Monsoon,False,False,0
2025-06-20,General Medicine,6.0,346.0,357.0,75.0,15.0,16.0,12.0,93.0,4.0,103.18,Friday,Monsoon,False,False,1
2025-06-21,General Medicine,6.0,335.6666666666667,300.6666666666667,33.333333333333336,61.666666666666664,18.666666666666668,8.0,83.33333333333333,3.3333333333333335,89.80333333333334,Saturday,Monsoon,False,False,0
2025-06-22,General Medicine,6.0,312.3333333333333,321.0,41.333333333333336,39.333333333333336,20.666666666666668,8.0,86.0,6.0,103.67,Sunday,Monsoon,False,False,1
2025-06-25,General Medicine,6.0,395.0,253.0,44.0,29.0,19.0,12.0,85.0,10.0,64.05,Wednesday,Monsoon,False,False,0
2025-06-26,General Medicine,6.0,350.0,388.0,47.0,46.0,8.0,8.0,81.0,9.0,110.86,Thursday,Monsoon,False,False,1
2025-06-28,General Medicine,6.0,334.0,327.0,42.0,31.0,24.0,7.0,86.0,5.0,97.9,Saturday,Monsoon,False,False,0
2025-06-30,General Medicine,6.0,300.0,260.0,76.0,66.0,8.0,6.0,89.0,9.0,86.67,Monday,Monsoon,True,False,0
2025-07-01,General Medicine,7.0,306.0,193.0,80.0,69.0,8.0,11.0,84.0,2.0,63.07,Tuesday,Monsoon,False,False,0
2025-07-02,General Medicine,7.0,367.3333333333333,256.6666666666667,48.0,41.333333333333336,13.0,4.666666666666667,78.33333333333333,5.0,70.39999999999999,Wednesday,Monsoon,True,False,0
2025-07-04,General Medicine,7.0,362.5,252.0,33.5,27.0,20.0,5.5,95.5,9.5,69.06,Friday,Monsoon,False,False,0
2025-07-07,General Medicine,7.0,371.0,227.0,70.0,46.0,11.0,6.0,94.0,6.0,61.19,Monday,Monsoon,False,False,0
2025-07-11,General Medicine,7.0,320.0,274.0,30.0,16.0,8.0,9.0,97.0,9.0,85.62,Friday,Monsoon,False,False,0
2025-07-12,General Medicine,7.0,324.5,283.0,67.0,54.5,6.5,7.0,87.5,5.5,88.38499999999999,Saturday,Monsoon,False,False,0
2025-07-13,General Medicine,7.0,314.0,256.0,32.0,63.0,13.0,1.0,94.0,9.0,81.53,Sunday,Monsoon,False,False,0
2025-07-14,General Medicine,7.0,348.0,223.0,24.0,66.0,12.0,10.0,77.0,5.0,64.08,Monday,Monsoon,False,False,0
2025-07-17,General Medicine,7.0,364.0,204.0,60.0,29.0,24.0,2.0,100.0,9.0,56.04,Thursday,Monsoon,False,False,0
2025-07-21,General Medicine,7.0,341.0,235.0,55.0,15.0,24.0,8.0,76.0,4.0,68.91,Monday,Monsoon,False,False,0
2025-07-22,General Medicine,7.0,368.0,225.0,59.0,70.0,15.0,5.0,71.0,2.0,61.14,Tuesday,Monsoon,False,False,0
2025-07-25,General Medicine,7.0,341.0,218.0,25.0,26.0,25.0,5.0,99.0,4.0,63.93,Friday,Monsoon,True,False,0
2025-07-26,General Medicine,7.0,385.0,355.0,60.0,19.0,19.0,2.0,70.0,2.0,92.21,Saturday,Monsoon,True,False,0
2025-07-27,General Medicine,7.0,319.3333333333333,339.0,51.0,39.0,10.666666666666666,6.0,95.66666666666667,6.333333333333333,107.05,Sunday,Monsoon,True,False,1
2025-07-28,General Medicine,7.0,352.5,238.5,48.0,16.5,14.5,3.5,89.0,1.5,69.11500000000001,Monday,Monsoon,False,False,0
2025-07-30,General Medicine,7.0,328.0,382.5,46.5,49.0,18.0,5.0,86.5,4.0,116.875,Wednesday,Monsoon,True,False,1
2025-08-02,General Medicine,8.0,301.0,341.0,71.0,27.0,22.0,2.0,90.0,9.0,113.29,Saturday,Monsoon,False,False,1
2025-08-03,General Medicine,8.0,345.0,202.0,37.0,29.0,13.5,7.5,76.5,7.5,58.75,Sunday,Monsoon,False,False,0
2025-08-04,General Medicine,8.0,335.0,281.0,55.0,45.5,9.0,8.5,81.5,5.5,85.78,Monday,Monsoon,False,False,0
2025-08-06,General Medicine,8.0,361.5,266.0,31.0,35.0,20.5,2.0,91.5,5.5,74.56,Wednesday,Monsoon,False,False,0
2025-08-07,General Medicine,8.0,317.0,256.0,71.0,58.0,19.0,6.0,83.0,1.0,80.76,Thursday,Monsoon,False,False,0
2025-08-08,General Medicine,8.0,361.3333333333333,278.0,47.0,51.333333333333336,12.0,9.333333333333334,76.0,7.666666666666667,78.24333333333334,Friday,Monsoon,True,False,0
2025-08-09,General Medicine,8.0,340.0,266.3333333333333,58.666666666666664,37.666666666666664,18.0,4.666666666666667,88.33333333333333,7.0,78.47666666666667,Saturday,Monsoon,True,False,0
2025-08-10,General Medicine,8.0,343.0,285.0,64.0,38.0,20.0,9.0,80.0,5.0,83.09,Sunday,Monsoon,False,False,0
2025-08-11,General Medicine,8.0,345.0,283.5,53.5,36.5,14.5,4.0,79.5,5.5,84.00999999999999,Monday,Monsoon,False,False,0
2025-08-12,General Medicine,8.0,348.0,268.0,47.0,68.0,21.0,11.0,74.0,2.0,77.01,Tuesday,Monsoon,False,False,0
2025-08-14,General Medicine,8.0,353.0,388.0,27.0,30.0,22.0,3.0,79.0,7.0,109.92,Thursday,Monsoon,False,False,1
2025-08-15,General Medicine,8.0,320.5,318.5,45.5,34.0,9.0,3.0,89.5,3.5,99.405,Friday,Monsoon,True,False,0
2025-08-16,General Medicine,8.0,381.0,308.0,60.0,39.0,8.0,7.0,78.0,1.0,80.84,Saturday,Monsoon,False,False,0
2025-08-18,General Medicine,8.0,357.0,194.0,75.0,44.0,21.0,11.0,82.0,5.0,54.34,Monday,Monsoon,False,False,0
2025-08-20,General Medicine,8.0,357.5,190.0,73.5,47.0,14.5,10.5,97.5,9.0,53.705,Wednesday,Monsoon,True,False,0
2025-08-24,General Medicine,8.0,398.0,304.0,52.0,42.0,21.0,8.0,93.0,10.0,76.38,Sunday,Monsoon,False,False,0
2025-08-26,General Medicine,8.0,343.0,323.0,64.0,51.0,21.0,9.0,96.0,10.0,94.17,Tuesday,Monsoon,False,False,0
2025-08-27,General Medicine,8.0,384.0,333.0,71.0,54.0,13.0,6.0,73.0,9.0,86.72,Wednesday,Monsoon,False,False,0
2025-08-28,General Medicine,8.0,344.0,206.0,33.0,19.0,17.0,3.0,95.0,3.0,59.88,Thursday,Monsoon,False,True,0
2025-08-29,General Medicine,8.0,303.0,292.0,43.0,44.0,21.0,4.0,96.0,5.0,96.37,Friday,Monsoon,False,False,0
2025-08-30,General Medicine,8.0,344.0,340.0,50.5,49.5,17.0,8.0,92.0,3.0,98.66499999999999,Saturday,Monsoon,False,False,0
2025-08-31,General Medicine,8.0,359.0,336.0,51.0,17.0,8.0,3.0,75.0,9.0,93.59,Sunday,Monsoon,False,True,0
2025-09-01,General Medicine,9.0,310.0,254.0,46.0,69.0,18.0,11.0,80.0,2.0,81.94,Monday,Autumn,False,False,0
2025-09-02,General Medicine,9.0,357.0,358.6666666666667,76.33333333333333,41.333333333333336,14.666666666666666,7.333333333333333,75.0,7.333333333333333,101.15333333333332,Tuesday,Autumn,False,False,1
2025-09-03,General Medicine,9.0,343.0,359.0,36.0,51.0,18.0,10.0,83.0,1.0,104.66,Wednesday,Autumn,False,False,1
2025-09-06,General Medicine,9.0,300.0,287.0,78.0,19.0,24.0,5.0,81.0,8.0,95.67,Saturday,Autumn,False,False,0
2025-09-07,General Medicine,9.0,321.0,304.0,70.0,54.0,14.0,6.0,84.0,5.0,94.7,Sunday,Autumn,False,False,0
2025-09-11,General Medicine,9.0,365.0,275.0,40.0,48.0,10.0,6.0,96.0,4.0,75.34,Thursday,Autumn,False,False,0
