Date,Day_of_Week,Month,Season,Total_Hospital_Beds,Beds_Occupied,Daily_Admissions,Daily_Discharges,Emergency_Admissions,ICU_Admissions,Department,Public_Holiday,Special_Event,Staff_Availability,Avg_Length_of_Stay,Occupancy_Rate
2022-10-17,Monday,10,Autumn,362,377,68,35,21,5,General Medicine,False,False,87,9,104.14
2021-02-10,Wednesday,2,Winter,334,367,34,66,9,2,Orthopedics,False,False,78,8,109.88
2025-11-29,Saturday,11,Autumn,351,237,38,15,5,3,Emergency,False,False,98,2,67.52
2023-08-17,Thursday,8,Monsoon,386,182,79,55,19,4,Emergency,False,False,81,2,47.15
2025-12-26,Friday,12,Winter,327,341,38,56,14,3,Emergency,False,False,78,10,104.28
2021-04-15,Thursday,4,Spring,393,224,42,66,15,8,Orthopedics,False,False,86,5,57.0
2021-07-21,Wednesday,7,Monsoon,317,229,30,16,22,11,Cardiology,False,False,94,6,72.24
2022-03-26,Saturday,3,Spring,335,181,78,66,17,12,Neurology,False,False,90,5,54.03
2024-07-13,Saturday,7,Monsoon,332,194,40,43,24,2,Pediatrics,False,True,83,1,58.43
2023-06-29,Thursday,6,Monsoon,363,344,71,25,20,9,ICU,False,False,94,1,94.77
2021-07-29,Thursday,7,Monsoon,325,322,53,51,23,11,General Medicine,False,True,96,8,99.08
2022-07-17,Sunday,7,Monsoon,347,367,58,64,16,6,Neurology,False,False,82,5,105.76
2024-02-16,Friday,2,Winter,339,275,70,21,18,1,Emergency,False,False,74,8,81.12
2022-12-14,Wednesday,12,Winter,316,264,26,49,6,8,General Medicine,True,False,79,3,83.54
2024-11-01,Friday,11,Autumn,339,371,61,44,14,10,Cardiology,False,False,91,5,109.44
2025-04-24,Thursday,4,Spring,306,388,63,30,8,6,Pediatrics,False,False,78,2,126.8
2025-04-13,Sunday,4,Spring,356,290,74,29,5,4,Neurology,False,False,82,8,81.46
2023-02-10,Friday,2,Winter,307,359,46,54,21,6,Pediatrics,False,False,76,1,116.94
2024-01-13,Saturday,1,Winter,355,202,69,34,15,2,ICU,False,False,83,5,56.9
2022-03-30,Wednesday,3,Spring,330,278,42,42,11,1,Pediatrics,True,False,97,7,84.24
2022-10-29,Saturday,10,Autumn,358,216,57,51,21,12,Emergency,False,False,73,10,60.34
2022-09-21,Wednesday,9,Autumn,357,286,77,17,21,6,Pediatrics,False,True,91,5,80.11
2025-03-18,Tuesday,3,Spring,311,220,39,43,13,8,Cardiology,False,False,77,3,70.74
2025-06-17,Tuesday,6,Monsoon,347,236,46,51,14,5,Neurology,False,False,74,4,68.01
2025-08-29,Friday,8,Monsoon,330,276,72,23,10,8,ICU,False,True,82,9,83.64
2022-01-22,Saturday,1,Winter,382,204,79,41,21,3,Neurology,True,False,89,5,53.4
2024-10-05,Saturday,10,Autumn,362,289,27,46,20,6,Emergency,False,False,92,3,79.83
2021-10-23,Saturday,10,Autumn,373,216,56,62,11,1,Cardiology,False,False,97,7,57.91
2021-09-15,Wednesday,9,Autumn,338,219,22,60,23,3,General Medicine,False,False,88,6,64.79
2024-01-10,Wednesday,1,Winter,375,264,21,64,8,4,Neurology,False,False,89,3,70.4
2021-09-25,Saturday,9,Autumn,319,225,41,53,24,5,Orthopedics,False,False,84,10,70.53
2022-02-23,Wednesday,2,Winter,400,367,25,45,21,3,Emergency,False,False,76,3,91.75
2021-08-23,Monday,8,Monsoon,347,281,58,61,13,8,ICU,False,False,96,4,80.98
2024-08-27,Tuesday,8,Monsoon,370,277,59,40,15,5,ICU,False,False,90,10,74.86
2023-09-13,Wednesday,9,Autumn,353,198,55,54,5,7,Orthopedics,False,False,86,3,56.09
2024-10-12,Saturday,10,Autumn,377,270,63,17,11,5,Orthopedics,False,False,75,6,71.62
2024-05-21,Tuesday,5,Summer,374,316,43,25,9,8,Cardiology,False,False,83,1,84.49
2022-07-28,Thursday,7,Monsoon,370,248,31,66,9,1,Orthopedics,False,False,83,1,67.03
2021-02-18,Thursday,2,Winter,328,184,36,43,5,3,Emergency,False,False,94,7,56.1
2024-02-25,Sunday,2,Winter,373,333,41,41,10,3,Neurology,False,True,79,8,89.28
2021-08-11,Wednesday,8,Monsoon,392,326,73,64,17,10,Orthopedics,False,False,83,4,83.16
2023-07-10,Monday,7,Monsoon,372,337,38,61,19,10,Emergency,False,False,88,7,90.59
2024-07-26,Friday,7,Monsoon,399,227,28,24,8,3,General Medicine,False,False,89,2,56.89
2024-12-02,Monday,12,Winter,347,291,31,49,21,6,Orthopedics,False,False,80,9,83.86
2025-03-09,Sunday,3,Spring,373,323,79,61,17,9,General Medicine,False,True,79,9,86.6
2024-08-10,Saturday,8,Monsoon,382,378,51,37,15,12,Pediatrics,False,False,84,7,98.95
2025-12-25,Thursday,12,Winter,355,197,72,20,8,6,Neurology,False,False,71,5,55.49
2021-10-04,Monday,10,Autumn,394,363,50,25,11,5,ICU,False,False,88,7,92.13
2025-01-01,Wednesday,1,Winter,316,328,36,57,23,12,Neurology,True,False,81,7,103.8
2024-02-05,Monday,2,Winter,308,210,42,65,11,1,Pediatrics,False,False,90,3,68.18
2025-08-09,Saturday,8,Monsoon,396,308,29,41,18,2,Orthopedics,False,False,98,7,77.78
2022-02-24,Thursday,2,Winter,333,310,49,69,25,11,ICU,False,False,98,3,93.09
2022-09-03,Saturday,9,Autumn,344,204,38,45,20,1,Neurology,False,False,91,3,59.3
2024-12-23,Monday,12,Winter,387,187,45,44,25,12,General Medicine,False,False,87,7,48.32
2022-01-10,Monday,1,Winter,308,372,45,17,13,6,ICU,False,False,83,7,120.78
2021-03-14,Sunday,3,Spring,306,241,30,27,6,3,General Medicine,True,False,96,6,78.76
2025-07-16,Wednesday,7,Monsoon,315,314,39,68,20,12,Cardiology,False,False,71,7,99.68
2023-11-20,Monday,11,Autumn,318,186,73,54,9,5,Neurology,True,False,81,10,58.49
2024-04-26,Friday,4,Spring,305,315,75,35,16,6,Neurology,False,False,91,10,103.28
2024-10-19,Saturday,10,Autumn,310,198,64,57,24,5,General Medicine,False,False,70,5,63.87
2025-12-29,Monday,12,Winter,375,324,23,25,19,3,Cardiology,False,False,87,9,86.4
2025-01-14,Tuesday,1,Winter,360,318,66,59,7,2,ICU,True,False,81,1,88.33
2021-07-14,Wednesday,7,Monsoon,341,290,31,17,13,2,General Medicine,False,False,100,5,85.04
2024-03-25,Monday,3,Spring,312,356,44,52,11,12,Cardiology,False,False,81,3,114.1
2024-04-10,Wednesday,4,Spring,311,190,75,45,8,2,General Medicine,False,False,73,8,61.09
2023-04-27,Thursday,4,Spring,384,220,77,38,13,10,Emergency,False,False,86,7,57.29
2023-12-01,Friday,12,Winter,373,369,29,56,19,4,Neurology,True,False,90,1,98.93
2023-12-23,Saturday,12,Winter,319,293,41,65,25,4,Emergency,False,True,85,9,91.85
2021-01-23,Saturday,1,Winter,349,359,26,26,11,12,ICU,False,False,88,5,102.87
2021-12-26,Sunday,12,Winter,335,373,43,60,15,3,Emergency,False,True,95,1,111.34
2024-01-04,Thursday,1,Winter,391,375,21,57,23,8,Neurology,False,False,70,1,95.91
2022-07-14,Thursday,7,Monsoon,387,271,51,41,15,4,Orthopedics,False,False,89,8,70.03
2022-11-03,Thursday,11,Autumn,368,254,40,35,5,8,Cardiology,False,False,86,3,69.02
2024-02-16,Friday,2,Winter,336,246,80,39,25,11,Neurology,False,False,71,9,73.21
2025-06-24,Tuesday,6,Monsoon,311,347,26,44,17,3,Neurology,False,False,80,8,111.58
2024-11-04,Monday,11,Autumn,398,184,27,44,17,11,Orthopedics,False,False,95,6,46.23
2022-11-10,Thursday,11,Autumn,339,295,72,24,6,12,Emergency,False,False,76,6,87.02
2024-08-06,Tuesday,8,Monsoon,353,329,70,17,21,2,ICU,False,False,99,5,93.2
2022-03-16,Wednesday,3,Spring,301,297,57,27,23,8,Orthopedics,False,False,70,2,98.67
2025-08-19,Tuesday,8,Monsoon,349,344,40,41,19,6,Neurology,False,False,75,6,98.57
2023-07-22,Saturday,7,Monsoon,340,190,27,32,23,2,Pediatrics,False,False,89,8,55.88
2021-01-07,Thursday,1,Winter,344,223,76,59,14,7,ICU,False,False,75,6,64.83
2024-05-04,Saturday,5,Summer,308,360,44,38,14,12,General Medicine,False,False,97,7,116.88
2022-02-25,Friday,2,Winter,361,256,47,60,13,10,Neurology,True,False,74,2,70.91
2025-05-11,Sunday,5,Summer,385,297,47,28,23,7,Orthopedics,False,False,98,2,77.14
2023-04-13,Thursday,4,Spring,346,295,73,53,15,4,General Medicine,True,True,96,3,85.26
2024-05-01,Wednesday,5,Summer,304,368,50,58,10,8,Orthopedics,False,False,80,10,121.05
2022-07-13,Wednesday,7,Monsoon,375,246,71,18,6,3,Pediatrics,False,False,99,7,65.6
2024-03-17,Sunday,3,Spring,300,192,55,30,14,9,Cardiology,False,False,91,8,64.0
2025-12-16,Tuesday,12,Winter,343,271,44,65,19,12,ICU,False,False,74,4,79.01
2025-08-20,Wednesday,8,Monsoon,321,190,71,24,9,11,General Medicine,False,False,98,10,59.19
2024-05-10,Friday,5,Summer,337,318,75,62,22,5,Pediatrics,False,False,71,6,94.36
2025-01-07,Tuesday,1,Winter,318,264,60,51,11,3,Emergency,True,False,79,9,83.02
2023-07-03,Monday,7,Monsoon,379,264,56,41,7,9,Orthopedics,False,True,83,7,69.66
2024-12-13,Friday,12,Winter,330,314,80,62,25,2,Neurology,True,False,89,4,95.15
2024-12-21,Saturday,12,Winter,366,196,57,15,20,2,General Medicine,False,False,92,8,53.55
2023-10-04,Wednesday,10,Autumn,386,227,70,19,21,3,Pediatrics,False,False,99,8,58.81
2025-02-11,Tuesday,2,Winter,341,321,31,27,6,9,Pediatrics,False,False,89,7,94.13
2025-02-07,Friday,2,Winter,381,370,56,59,20,11,Orthopedics,False,False,90,5,97.11
2021-05-06,Thursday,5,Summer,325,371,56,17,25,10,Orthopedics,False,False,87,10,114.15
2022-01-30,Sunday,1,Winter,312,276,50,31,24,3,Orthopedics,False,False,82,10,88.46
2023-03-28,Tuesday,3,Spring,357,254,37,33,5,5,General Medicine,False,False,98,6,71.15
2023-05-31,Wednesday,5,Summer,317,384,45,51,18,9,General Medicine,True,False,72,10,121.14
2022-07-30,Saturday,7,Monsoon,366,372,25,19,20,10,Orthopedics,False,False,90,3,101.64
2021-11-21,Sunday,11,Autumn,386,341,28,61,13,6,Emergency,False,False,73,3,88.34
2024-11-16,Saturday,11,Autumn,302,316,30,56,21,6,Neurology,False,False,88,4,104.64
2023-07-19,Wednesday,7,Monsoon,354,256,50,58,12,11,ICU,False,True,87,2,72.32
2025-09-08,Monday,9,Autumn,388,307,74,38,13,1,Pediatrics,False,False,81,6,79.12
2025-07-10,Thursday,7,Monsoon,390,216,65,57,6,11,Orthopedics,False,False,94,3,55.38
2025-01-03,Friday,1,Winter,357,209,75,47,17,2,Emergency,True,False,87,2,58.54
2024-05-12,Sunday,5,Summer,362,348,21,69,5,9,ICU,False,False,83,9,96.13
2025-02-18,Tuesday,2,Winter,390,352,78,35,11,8,Orthopedics,False,False,94,1,90.26
2023-04-13,Thursday,4,Spring,351,226,48,17,22,2,Pediatrics,False,False,73,4,64.39
2023-11-21,Tuesday,11,Autumn,388,314,65,18,25,5,ICU,False,False,79,9,80.93
2024-11-12,Tuesday,11,Autumn,323,321,76,65,9,5,Orthopedics,False,False,78,5,99.38
2025-07-07,Monday,7,Monsoon,371,227,70,46,11,6,General Medicine,False,False,94,6,61.19
2024-12-28,Saturday,12,Winter,308,313,61,38,16,4,Orthopedics,False,False,95,4,101.62
2023-04-17,Monday,4,Spring,336,213,24,66,21,9,Orthopedics,False,False,90,10,63.39
2023-07-15,Saturday,7,Monsoon,393,387,42,49,9,5,Orthopedics,False,False,92,6,98.47
2024-10-31,Thursday,10,Autumn,382,280,55,32,16,4,Orthopedics,False,False,89,7,73.3
2024-09-29,Sunday,9,Autumn,352,225,26,17,23,9,Emergency,False,False,97,6,63.92
2022-03-19,Saturday,3,Spring,379,366,75,53,17,2,Cardiology,False,False,85,6,96.57
2025-05-22,Thursday,5,Summer,323,249,32,68,20,11,Emergency,False,True,80,3,77.09
2021-03-16,Tuesday,3,Spring,320,315,61,40,23,11,Emergency,False,False,95,8,98.44
2022-07-11,Monday,7,Monsoon,399,203,29,67,14,2,General Medicine,False,False,89,8,50.88
2025-12-01,Monday,12,Winter,339,246,55,38,16,3,Orthopedics,False,False,70,4,72.57
2025-08-17,Sunday,8,Monsoon,361,183,35,15,11,10,Emergency,False,False,79,8,50.69
2024-03-24,Sunday,3,Spring,369,180,34,65,18,4,ICU,False,False,99,9,48.78
2024-12-24,Tuesday,12,Winter,368,213,72,64,14,12,Orthopedics,False,False,94,5,57.88
2021-12-29,Wednesday,12,Winter,313,288,62,48,12,10,General Medicine,False,False,79,3,92.01
2022-03-24,Thursday,3,Spring,341,188,38,26,19,9,Neurology,False,False,93,7,55.13
2024-06-11,Tuesday,6,Monsoon,349,242,40,31,20,5,Neurology,False,False,78,4,69.34
2025-05-06,Tuesday,5,Summer,360,383,75,35,12,2,General Medicine,True,False,70,8,106.39
2021-09-19,Sunday,9,Autumn,303,189,54,35,8,3,Pediatrics,False,False,71,3,62.38
2021-05-05,Wednesday,5,Summer,371,317,34,17,21,8,ICU,True,False,96,1,85.44
2023-06-30,Friday,6,Monsoon,387,357,67,58,8,6,Neurology,False,False,84,5,92.25
2021-09-02,Thursday,9,Autumn,374,223,33,42,15,5,General Medicine,False,False,77,6,59.63
2022-06-26,Sunday,6,Monsoon,316,297,48,39,17,4,Neurology,False,True,93,9,93.99
2022-04-30,Saturday,4,Spring,384,355,24,58,10,4,Orthopedics,False,False,84,3,92.45
2021-05-02,Sunday,5,Summer,356,185,77,20,18,8,Cardiology,False,False,86,6,51.97
2021-05-05,Wednesday,5,Summer,389,300,68,56,11,12,Cardiology,False,False,79,8,77.12
2025-04-22,Tuesday,4,Spring,347,331,37,44,16,6,Emergency,False,False,74,10,95.39
2021-06-19,Saturday,6,Monsoon,343,274,70,46,5,5,General Medicine,False,False,91,4,79.88
2021-05-04,Tuesday,5,Summer,344,290,20,36,14,5,Pediatrics,False,False,74,10,84.3
2023-11-25,Saturday,11,Autumn,390,365,80,52,5,6,Orthopedics,False,False,91,10,93.59
2024-01-16,Tuesday,1,Winter,379,284,46,28,20,11,ICU,False,False,100,6,74.93
2022-10-08,Saturday,10,Autumn,389,243,79,48,11,11,ICU,False,True,92,3,62.47
2025-09-28,Sunday,9,Autumn,332,363,46,57,24,3,Orthopedics,False,False,100,10,109.34
2023-02-25,Saturday,2,Winter,330,389,44,61,10,7,Orthopedics,True,False,80,9,117.88
2021-07-20,Tuesday,7,Monsoon,346,319,60,40,22,1,ICU,False,False,79,6,92.2
2022-01-04,Tuesday,1,Winter,305,342,40,54,24,5,General Medicine,False,False,91,2,112.13
2023-03-08,Wednesday,3,Spring,371,250,33,68,8,6,Neurology,False,False,72,7,67.39
2021-03-18,Thursday,3,Spring,370,283,71,27,20,2,Emergency,False,False,91,7,76.49
2021-02-28,Sunday,2,Winter,333,268,72,44,5,2,Emergency,False,False,78,1,80.48
2022-03-07,Monday,3,Spring,352,185,39,33,25,9,Emergency,False,False,91,4,52.56
2022-09-30,Friday,9,Autumn,313,372,47,56,24,2,Orthopedics,False,False,91,1,118.85
2025-03-04,Tuesday,3,Spring,315,289,40,55,6,3,ICU,True,False,74,6,91.75
2021-04-19,Monday,4,Spring,342,387,42,64,20,1,Pediatrics,False,False,96,5,113.16
2025-10-26,Sunday,10,Autumn,372,367,30,53,25,9,Pediatrics,False,False,70,3,98.66
2023-10-05,Thursday,10,Autumn,373,291,75,17,13,1,ICU,False,False,100,9,78.02
2024-07-25,Thursday,7,Monsoon,380,375,21,45,19,4,ICU,False,False,74,9,98.68
2021-03-09,Tuesday,3,Spring,311,336,39,26,20,7,Neurology,False,False,80,6,108.04
2023-12-29,Friday,12,Winter,369,345,43,29,13,2,ICU,False,False,70,6,93.5
2024-04-03,Wednesday,4,Spring,318,329,74,68,11,8,ICU,False,False,85,9,103.46
2025-02-21,Friday,2,Winter,340,306,44,67,14,8,Cardiology,False,False,77,2,90.0
2021-11-01,Monday,11,Autumn,352,315,56,59,11,12,Neurology,False,False,99,1,89.49
2022-11-05,Saturday,11,Autumn,328,242,41,52,17,3,Orthopedics,False,False,97,10,73.78
2021-12-31,Friday,12,Winter,369,320,78,54,6,4,Pediatrics,False,False,98,3,86.72
2023-04-01,Saturday,4,Spring,358,334,43,28,16,11,Neurology,True,False,85,8,93.3
2024-11-03,Sunday,11,Autumn,388,325,34,49,17,7,Orthopedics,False,False,70,2,83.76
2021-12-09,Thursday,12,Winter,363,197,31,30,7,5,Cardiology,False,False,100,8,54.27
2023-08-05,Saturday,8,Monsoon,323,256,65,64,15,5,Emergency,False,False,77,10,79.26
2023-06-18,Sunday,6,Monsoon,388,369,50,38,12,2,General Medicine,False,False,73,6,95.1
2025-04-27,Sunday,4,Spring,315,321,62,31,15,6,Neurology,True,False,88,4,101.9
2024-10-09,Wednesday,10,Autumn,351,318,50,32,22,4,Orthopedics,False,False,73,4,90.6
2024-12-10,Tuesday,12,Winter,379,282,72,56,11,5,Orthopedics,False,False,99,7,74.41
2024-02-07,Wednesday,2,Winter,305,296,49,31,16,11,Cardiology,False,False,98,7,97.05
2025-05-06,Tuesday,5,Summer,336,196,60,30,10,5,Orthopedics,False,False,87,9,58.33
2023-02-01,Wednesday,2,Winter,384,358,39,35,14,2,Orthopedics,False,False,88,4,93.23
2025-03-01,Saturday,3,Spring,303,193,27,38,24,8,Emergency,False,False,73,9,63.7
2021-12-07,Tuesday,12,Winter,397,236,63,48,19,11,Cardiology,False,False,78,4,59.45
2023-07-31,Monday,7,Monsoon,391,272,49,66,24,1,Neurology,False,False,95,2,69.57
2022-01-18,Tuesday,1,Winter,337,313,54,50,19,2,Orthopedics,False,True,71,7,92.88
2023-10-01,Sunday,10,Autumn,340,293,40,57,23,7,ICU,False,False,72,9,86.18
2025-04-06,Sunday,4,Spring,391,364,66,41,10,7,Cardiology,True,False,97,10,93.09
2021-10-27,Wednesday,10,Autumn,380,311,59,53,23,2,Emergency,True,False,82,2,81.84
2021-05-19,Wednesday,5,Summer,313,318,77,31,19,1,Neurology,True,False,97,6,101.6
2021-12-25,Saturday,12,Winter,370,288,47,39,24,10,General Medicine,False,False,89,6,77.84
2023-04-16,Sunday,4,Spring,385,381,58,65,24,1,Orthopedics,False,False,88,10,98.96
2025-03-03,Monday,3,Spring,350,298,36,52,22,1,ICU,False,False,88,3,85.14
2024-11-09,Saturday,11,Autumn,364,271,31,56,6,6,ICU,False,False,78,8,74.45
2025-06-16,Monday,6,Monsoon,392,190,71,35,11,10,General Medicine,False,False,74,5,48.47
2024-07-27,Saturday,7,Monsoon,351,278,69,18,9,12,Cardiology,False,False,84,4,79.2
2025-07-19,Saturday,7,Monsoon,394,386,37,39,7,7,Emergency,False,False,96,4,97.97
2022-04-28,Thursday,4,Spring,329,187,80,44,10,2,Orthopedics,False,False,78,5,56.84
2023-06-28,Wednesday,6,Monsoon,356,293,66,47,10,6,Orthopedics,True,False,75,10,82.3
2024-02-09,Friday,2,Winter,378,366,74,53,5,4,Neurology,True,False,79,4,96.83
2023-05-16,Tuesday,5,Summer,381,328,47,40,23,9,Orthopedics,False,False,93,6,86.09
2021-05-19,Wednesday,5,Summer,398,244,79,39,16,11,ICU,False,False,70,8,61.31
2023-09-23,Saturday,9,Autumn,329,272,22,67,9,8,Cardiology,False,False,82,2,82.67
2022-03-11,Friday,3,Spring,397,331,70,30,11,8,General Medicine,False,False,93,7,83.38
2022-05-24,Tuesday,5,Summer,341,337,34,63,24,2,Cardiology,False,True,86,6,98.83
2021-09-30,Thursday,9,Autumn,310,283,35,38,12,11,Emergency,False,False,83,4,91.29
2024-01-28,Sunday,1,Winter,326,278,41,19,23,5,Emergency,False,False,94,2,85.28
2025-11-23,Sunday,11,Autumn,323,263,73,68,10,2,Pediatrics,False,False,72,1,81.42
2021-04-14,Wednesday,4,Spring,398,364,68,69,19,3,General Medicine,False,False,82,8,91.46
2024-05-22,Wednesday,5,Summer,338,387,50,56,10,8,ICU,False,False,94,8,114.5
2025-11-20,Thursday,11,Autumn,371,252,50,53,13,5,Neurology,False,False,77,9,67.92
2025-08-15,Friday,8,Monsoon,317,324,20,27,8,4,General Medicine,True,False,92,5,102.21
2023-02-01,Wednesday,2,Winter,376,238,30,44,20,5,Neurology,False,False,97,9,63.3
2023-02-26,Sunday,2,Winter,344,210,25,21,14,8,Emergency,False,False,70,4,61.05
2021-06-14,Monday,6,Monsoon,387,243,42,61,5,10,ICU,False,False,92,10,62.79
2023-09-26,Tuesday,9,Autumn,386,227,28,31,15,7,Cardiology,False,False,71,4,58.81
2022-06-04,Saturday,6,Monsoon,311,202,71,69,21,6,Emergency,False,False,71,5,64.95
2024-07-31,Wednesday,7,Monsoon,348,377,35,41,22,2,ICU,False,False,94,3,108.33
2022-06-01,Wednesday,6,Monsoon,393,337,77,49,24,10,ICU,False,False,99,5,85.75
2022-10-19,Wednesday,10,Autumn,330,234,57,19,24,5,Orthopedics,False,False,78,5,70.91
2022-09-05,Monday,9,Autumn,391,186,63,56,19,10,Cardiology,False,False,97,10,47.57
2021-06-13,Sunday,6,Monsoon,321,291,38,19,10,9,ICU,False,False,70,4,90.65
2025-08-10,Sunday,8,Monsoon,343,285,64,38,20,9,General Medicine,False,False,80,5,83.09
2021-03-05,Friday,3,Spring,391,382,32,21,6,9,Neurology,False,False,76,5,97.7
2024-01-20,Saturday,1,Winter,363,277,78,21,7,3,Pediatrics,True,False,90,9,76.31
2024-02-15,Thursday,2,Winter,376,191,51,68,21,9,Cardiology,False,False,75,1,50.8
2021-09-24,Friday,9,Autumn,324,239,55,69,12,9,Cardiology,False,False,97,7,73.77
2025-09-05,Friday,9,Autumn,350,231,28,28,24,5,Pediatrics,False,False,86,1,66.0
2025-05-02,Friday,5,Summer,306,334,65,69,19,6,Emergency,False,False,75,1,109.15
2024-03-09,Saturday,3,Spring,305,319,65,29,17,7,Cardiology,False,False,96,3,104.59
2021-09-03,Friday,9,Autumn,323,320,68,19,25,10,Cardiology,False,False,85,5,99.07
2025-08-12,Tuesday,8,Monsoon,318,251,56,51,23,10,Orthopedics,False,False,99,9,78.93
2025-11-17,Monday,11,Autumn,382,387,50,18,5,10,Cardiology,False,False,70,9,101.31
2022-01-30,Sunday,1,Winter,399,369,50,44,16,6,Neurology,False,True,97,1,92.48
2025-02-19,Wednesday,2,Winter,308,304,78,34,22,5,Neurology,False,False,73,3,98.7
2022-04-21,Thursday,4,Spring,335,336,74,67,22,1,Neurology,True,False,87,1,100.3
2025-03-21,Friday,3,Spring,339,342,38,40,7,4,ICU,False,False,71,1,100.88
2023-09-04,Monday,9,Autumn,392,239,21,23,22,8,Pediatrics,False,False,70,9,60.97
2024-04-22,Monday,4,Spring,323,336,64,44,21,8,Pediatrics,False,False,76,2,104.02
2023-11-10,Friday,11,Autumn,347,210,51,58,15,12,General Medicine,False,False,85,1,60.52
2022-07-12,Tuesday,7,Monsoon,362,256,62,62,9,6,Pediatrics,False,False,82,6,70.72
2023-10-15,Sunday,10,Autumn,368,255,53,36,11,3,Neurology,False,False,96,2,69.29
2025-03-28,Friday,3,Spring,352,240,20,54,22,12,Orthopedics,False,False,87,5,68.18
2025-05-25,Sunday,5,Summer,353,181,40,55,11,8,Orthopedics,False,True,76,3,51.27
2025-04-02,Wednesday,4,Spring,341,340,80,58,22,7,Orthopedics,False,False,87,10,99.71
2023-06-02,Friday,6,Monsoon,344,379,22,44,6,11,Orthopedics,False,True,76,5,110.17
2021-05-27,Thursday,5,Summer,389,369,46,34,10,9,Emergency,False,False,98,8,94.86
2022-10-28,Friday,10,Autumn,313,300,63,42,12,3,Pediatrics,False,False,99,6,95.85
2024-08-20,Tuesday,8,Monsoon,328,238,26,21,25,11,Orthopedics,False,False,73,8,72.56
2022-09-12,Monday,9,Autumn,305,219,52,67,25,6,Emergency,False,False,94,6,71.8
2025-11-07,Friday,11,Autumn,306,356,28,18,21,1,Emergency,False,False,86,4,116.34
2023-03-31,Friday,3,Spring,336,211,49,42,8,12,Cardiology,False,False,88,4,62.8
2023-05-14,Sunday,5,Summer,352,217,37,69,21,8,General Medicine,False,False,74,10,61.65
2022-08-05,Friday,8,Monsoon,317,271,75,49,20,2,Cardiology,False,False,76,10,85.49
2023-10-20,Friday,10,Autumn,386,386,45,47,25,5,Emergency,False,False,92,3,100.0
2022-11-26,Saturday,11,Autumn,337,267,39,21,19,6,Cardiology,False,True,75,8,79.23
2025-11-21,Friday,11,Autumn,358,320,57,23,19,4,ICU,False,False,74,10,89.39
2024-06-05,Wednesday,6,Monsoon,300,264,60,48,12,9,Pediatrics,False,False,82,9,88.0
2024-01-31,Wednesday,1,Winter,367,361,74,53,21,3,Orthopedics,True,False,81,8,98.37
2025-05-30,Friday,5,Summer,343,255,50,56,23,2,Orthopedics,True,False,74,9,74.34
2024-12-11,Wednesday,12,Winter,346,307,27,48,5,3,Pediatrics,False,False,73,10,88.73
2024-05-24,Friday,5,Summer,334,192,42,27,17,5,Pediatrics,False,False,94,9,57.49
2022-02-11,Friday,2,Winter,386,218,69,43,10,1,Emergency,False,False,100,3,56.48
2022-02-03,Thursday,2,Winter,390,202,44,49,14,10,Cardiology,False,False,77,4,51.79
2022-12-16,Friday,12,Winter,359,289,66,59,5,12,Pediatrics,False,False,84,3,80.5
2022-12-05,Monday,12,Winter,389,286,20,24,16,4,ICU,False,False,97,5,73.52
2023-01-31,Tuesday,1,Winter,351,271,65,44,23,1,ICU,False,False,94,9,77.21
2022-05-14,Saturday,5,Summer,307,321,37,58,19,9,Neurology,False,False,92,3,104.56
2025-11-13,Thursday,11,Autumn,379,324,38,40,25,3,ICU,False,False,80,6,85.49
2025-01-28,Tuesday,1,Winter,340,203,70,49,9,2,Emergency,False,False,98,4,59.71
2025-09-11,Thursday,9,Autumn,302,365,61,42,6,5,Neurology,False,False,96,1,120.86
2023-09-01,Friday,9,Autumn,395,370,71,43,23,1,Cardiology,False,False,74,8,93.67
2025-10-21,Tuesday,10,Autumn,368,213,72,66,18,10,ICU,False,False,99,3,57.88
2021-03-23,Tuesday,3,Spring,383,358,25,20,13,7,ICU,False,False,80,8,93.47
2022-08-27,Saturday,8,Monsoon,313,291,36,17,5,9,Cardiology,False,False,79,5,92.97
2025-09-07,Sunday,9,Autumn,395,317,65,43,17,1,Cardiology,False,False,71,8,80.25
2025-11-10,Monday,11,Autumn,325,297,64,16,21,12,Orthopedics,False,False,89,1,91.38
2023-02-11,Saturday,2,Winter,369,379,27,69,6,8,General Medicine,False,False,91,6,102.71
2023-06-22,Thursday,6,Monsoon,357,328,73,36,18,8,General Medicine,False,False,77,3,91.88
2021-12-31,Friday,12,Winter,399,344,61,60,24,7,ICU,False,False,96,5,86.22
2021-06-12,Saturday,6,Monsoon,339,186,28,61,10,10,Cardiology,False,False,90,4,54.87
2023-12-08,Friday,12,Winter,350,269,56,64,10,4,Orthopedics,False,False,94,9,76.86
2022-05-26,Thursday,5,Summer,304,192,74,41,22,12,Emergency,False,False,89,3,63.16
2024-09-14,Saturday,9,Autumn,376,259,46,65,23,7,General Medicine,False,False,91,7,68.88
2021-04-26,Monday,4,Spring,331,209,55,36,13,2,Neurology,False,False,73,4,63.14
2023-07-30,Sunday,7,Monsoon,379,338,25,24,19,6,General Medicine,False,False,91,3,89.18
2021-12-03,Friday,12,Winter,300,312,25,66,11,12,Cardiology,False,False,95,10,104.0
2023-05-31,Wednesday,5,Summer,376,339,64,63,10,11,Pediatrics,True,False,85,3,90.16
2023-01-07,Saturday,1,Winter,353,195,23,63,9,5,Emergency,False,False,83,4,55.24
